Kabupaten/ Kota,Measure Names,provinsi,Tanggal,Measure Values
KUPANG,Meninggal per 100.000 penduduk/ minggu,NTT,31/08/2021,"4,007,795"
PASAMAN BARAT,Meninggal per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,"2,564,782"
KOTA BITUNG,Meninggal per 100.000 penduduk/ minggu,SULAWESI UTARA,31/08/2021,"0,447337"
LAMANDAU,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TENGAH,31/08/2021,"2,430,931"
SOLOK SELATAN,Meninggal per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,0
KEPULAUAN TALAUD,Meninggal per 100.000 penduduk/ minggu,SULAWESI UTARA,31/08/2021,0
PAHUWATO,Meninggal per 100.000 penduduk/ minggu,GORONTALO,31/08/2021,"3,082,101"
MANGGARAI TIMUR,Meninggal per 100.000 penduduk/ minggu,NTT,31/08/2021,"0,68519"
BENGKULU UTARA,Meninggal per 100.000 penduduk/ minggu,BENGKULU,31/08/2021,"1,302,529"
TANJUNG JABUNG TIMUR,Meninggal per 100.000 penduduk/ minggu,JAMBI,31/08/2021,"4,664,875"
KOTA PALEMBANG,Meninggal per 100.000 penduduk/ minggu,SUMATERA SELATAN,31/08/2021,"1,571,644"
KOLAKA TIMUR,Meninggal per 100.000 penduduk/ minggu,SULAWESI TENGGARA,31/08/2021,"2,851,033"
TOLI TOLI,Meninggal per 100.000 penduduk/ minggu,SULAWESI TENGAH,31/08/2021,"2,093,645"
BANYUMAS,Meninggal per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"1,638,884"
LIMA PULUH KOTA,Meninggal per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,"2,807,462"
KOTA JAKARTA TIMUR,Meninggal per 100.000 penduduk/ minggu,DKI JAKARTA,31/08/2021,"0,953594"
NGANJUK,Meninggal per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"2,075,303"
BARITO UTARA,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TENGAH,31/08/2021,0
JAYAWIJAYA,Meninggal per 100.000 penduduk/ minggu,PAPUA,31/08/2021,"0,474203"
KOTA BOGOR,Meninggal per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"0,54144"
KOTA LANGSA,Meninggal per 100.000 penduduk/ minggu,ACEH,31/08/2021,"6,628,589"
KOTAWARINGIN TIMUR,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TENGAH,31/08/2021,0
PASANGKAYU,Meninggal per 100.000 penduduk/ minggu,SULAWESI BARAT,31/08/2021,"1,669,356"
KARANGASEM,Meninggal per 100.000 penduduk/ minggu,BALI,31/08/2021,"4,514,866"
SUKOHARJO,Meninggal per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"1,892,072"
MINAHASA TENGGARA,Meninggal per 100.000 penduduk/ minggu,SULAWESI UTARA,31/08/2021,"9,361,718"
KOTA JAKARTA UTARA,Meninggal per 100.000 penduduk/ minggu,DKI JAKARTA,31/08/2021,"0,544133"
KOTA BANDAR LAMPUNG,Meninggal per 100.000 penduduk/ minggu,LAMPUNG,31/08/2021,"3,214,182"
JAYAPURA,Meninggal per 100.000 penduduk/ minggu,PAPUA,31/08/2021,"1,556,881"
BANJAR,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN SELATAN,31/08/2021,"1,343,996"
KUBU RAYA,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN BARAT,31/08/2021,"0,510359"
MAMUJU TENGAH,Meninggal per 100.000 penduduk/ minggu,SULAWESI BARAT,31/08/2021,"2,186,971"
BINTAN,Meninggal per 100.000 penduduk/ minggu,KEP. RIAU,31/08/2021,"3,038,258"
INDRAGIRI HULU,Meninggal per 100.000 penduduk/ minggu,RIAU,31/08/2021,"1,352,417"
PACITAN,Meninggal per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"3,230,647"
KEDIRI,Meninggal per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"346,537"
BLITAR,Meninggal per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"5,822,935"
BANGGAI LAUT,Meninggal per 100.000 penduduk/ minggu,SULAWESI TENGAH,31/08/2021,"2,584,514"
INDRAGIRI HILIR,Meninggal per 100.000 penduduk/ minggu,RIAU,31/08/2021,"1,108,245"
KUANTAN SINGINGI,Meninggal per 100.000 penduduk/ minggu,RIAU,31/08/2021,"3,411,255"
BARITO KUALA,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN SELATAN,31/08/2021,"0,951116"
KOTA JAKARTA PUSAT,Meninggal per 100.000 penduduk/ minggu,DKI JAKARTA,31/08/2021,"0,876671"
KOTA JAKARTA SELATAN,Meninggal per 100.000 penduduk/ minggu,DKI JAKARTA,31/08/2021,"0,784532"
GAYO LUES,Meninggal per 100.000 penduduk/ minggu,ACEH,31/08/2021,"1,052,177"
MALAKA,Meninggal per 100.000 penduduk/ minggu,NTT,31/08/2021,"0,505763"
TANJUNG JABUNG BARAT,Meninggal per 100.000 penduduk/ minggu,JAMBI,31/08/2021,"2,375,445"
MEMPAWAH,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN BARAT,31/08/2021,"1,495,864"
LAMPUNG BARAT,Meninggal per 100.000 penduduk/ minggu,LAMPUNG,31/08/2021,"0,325225"
TANAH DATAR,Meninggal per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,"0,857562"
KOTA SERANG,Meninggal per 100.000 penduduk/ minggu,BANTEN,31/08/2021,"0,423619"
KATINGAN,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TENGAH,31/08/2021,"0,571798"
MADIUN,Meninggal per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"4,668,194"
TRENGGALEK,Meninggal per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"6,004,066"
KOTA BANJAR,Meninggal per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"159,316"
KOTA PONTIANAK,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN BARAT,31/08/2021,"1,366,158"
KOTA SINGKAWANG,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN BARAT,31/08/2021,0
SERDANG BEDAGAI,Meninggal per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,0
MAMASA,Meninggal per 100.000 penduduk/ minggu,SULAWESI BARAT,31/08/2021,"1,232,916"
KOTA DEPOK,Meninggal per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"1,767,047"
HULU SUNGAI UTARA,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN SELATAN,31/08/2021,"462,998"
TAPIN,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN SELATAN,31/08/2021,"363,274"
KOTA SALATIGA,Meninggal per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"2,021,437"
KOTA JAYAPURA,Meninggal per 100.000 penduduk/ minggu,PAPUA,31/08/2021,0
KOTA PROBOLINGGO,Meninggal per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"3,313,686"
FLORES TIMUR,Meninggal per 100.000 penduduk/ minggu,NTT,31/08/2021,"0,38487"
MANGGARAI,Meninggal per 100.000 penduduk/ minggu,NTT,31/08/2021,"0,574754"
KOTA KEDIRI,Meninggal per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"5,150,108"
KAPUAS,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TENGAH,31/08/2021,"2,473,696"
PULANG PISAU,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TENGAH,31/08/2021,0
KAMPAR,Meninggal per 100.000 penduduk/ minggu,RIAU,31/08/2021,"3,058,502"
BOYOLALI,Meninggal per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"0,708894"
KOTA BENGKULU,Meninggal per 100.000 penduduk/ minggu,BENGKULU,31/08/2021,"0,533073"
KOTA MAGELANG,Meninggal per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"25,446,755"
KETAPANG,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN BARAT,31/08/2021,"2,281,894"
KEPULAUAN MERANTI,Meninggal per 100.000 penduduk/ minggu,RIAU,31/08/2021,"2,115,361"
LEBONG,Meninggal per 100.000 penduduk/ minggu,BENGKULU,31/08/2021,0
TANAH BUMBU,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN SELATAN,31/08/2021,"5,058,015"
AGAM,Meninggal per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,"1,198,145"
HALMAHERA UTARA,Meninggal per 100.000 penduduk/ minggu,MALUKU UTARA,31/08/2021,"0,51286"
ROTE NDAO,Meninggal per 100.000 penduduk/ minggu,NTT,31/08/2021,0
KOTA SURABAYA,Meninggal per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"3,289,313"
KOTA SAMARINDA,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TIMUR,31/08/2021,"1,395,287"
ACEH TENGAH,Meninggal per 100.000 penduduk/ minggu,ACEH,31/08/2021,"1,859,747"
MAGETAN,Meninggal per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"7,231,022"
PURWOREJO,Meninggal per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"2,233,539"
HULU SUNGAI SELATAN,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN SELATAN,31/08/2021,"0,421514"
SAMOSIR,Meninggal per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"1,575,821"
KARANGANYAR,Meninggal per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"2,234,767"
PRINGSEWU,Meninggal per 100.000 penduduk/ minggu,LAMPUNG,31/08/2021,"4,427,946"
KOTA MATARAM,Meninggal per 100.000 penduduk/ minggu,NTB,31/08/2021,"1,935,835"
BATANGHARI,Meninggal per 100.000 penduduk/ minggu,JAMBI,31/08/2021,"3,314,649"
BULELENG,Meninggal per 100.000 penduduk/ minggu,BALI,31/08/2021,"5,231,189"
DONGGALA,Meninggal per 100.000 penduduk/ minggu,SULAWESI TENGAH,31/08/2021,"2,281,974"
KOTA BEKASI,Meninggal per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"0,196275"
KOTA MANADO,Meninggal per 100.000 penduduk/ minggu,SULAWESI UTARA,31/08/2021,0
TOBA SAMOSIR,Meninggal per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"3,244,945"
DELI SERDANG,Meninggal per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"0,689964"
MERAUKE,Meninggal per 100.000 penduduk/ minggu,PAPUA,31/08/2021,0
SUKAMARA,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TENGAH,31/08/2021,"3,060,303"
SINTANG,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN BARAT,31/08/2021,0
KOTA MAKASSAR,Meninggal per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"2,186,371"
BENGKALIS,Meninggal per 100.000 penduduk/ minggu,RIAU,31/08/2021,"7,573,823"
MELAWI,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN BARAT,31/08/2021,"1,879,311"
LUWU UTARA,Meninggal per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"1,257,609"
PIDIE,Meninggal per 100.000 penduduk/ minggu,ACEH,31/08/2021,"0,662057"
PONOROGO,Meninggal per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"9,234,758"
ACEH SELATAN,Meninggal per 100.000 penduduk/ minggu,ACEH,31/08/2021,"4,075,578"
SINJAI,Meninggal per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"5,295,294"
MINAHASA,Meninggal per 100.000 penduduk/ minggu,SULAWESI UTARA,31/08/2021,"2,328,092"
KOTA KOTAMOBAGU,Meninggal per 100.000 penduduk/ minggu,SULAWESI UTARA,31/08/2021,"0,757094"
MANOKWARI,Meninggal per 100.000 penduduk/ minggu,PAPUA BARAT,31/08/2021,"1,150,404"
SUMBA TIMUR,Meninggal per 100.000 penduduk/ minggu,NTT,31/08/2021,"2,266,948"
GUNUNG MAS,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TENGAH,31/08/2021,0
KOTA DUMAI,Meninggal per 100.000 penduduk/ minggu,RIAU,31/08/2021,"3,872,167"
KOTA GORONTALO,Meninggal per 100.000 penduduk/ minggu,GORONTALO,31/08/2021,"3,654,353"
KOTA BINJAI,Meninggal per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,0
MINAHASA UTARA,Meninggal per 100.000 penduduk/ minggu,SULAWESI UTARA,31/08/2021,"1,470,048"
KARIMUN,Meninggal per 100.000 penduduk/ minggu,KEP. RIAU,31/08/2021,"3,359,241"
NABIRE,Meninggal per 100.000 penduduk/ minggu,PAPUA,31/08/2021,0
KOTA BANJARMASIN,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN SELATAN,31/08/2021,"686,114"
HALMAHERA TIMUR,Meninggal per 100.000 penduduk/ minggu,MALUKU UTARA,31/08/2021,0
BANGGAI KEPULAUAN,Meninggal per 100.000 penduduk/ minggu,SULAWESI TENGAH,31/08/2021,"4,196,426"
KOTA LHOKSEUMAWE,Meninggal per 100.000 penduduk/ minggu,ACEH,31/08/2021,"3,330,494"
KOTA PALOPO,Meninggal per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"9,591,253"
NGADA,Meninggal per 100.000 penduduk/ minggu,NTT,31/08/2021,0
KOTA MALANG,Meninggal per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"5,680,727"
KAYONG UTARA,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN BARAT,31/08/2021,"5,204,222"
KOTA PAYAKUMBUH,Meninggal per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,0
KOTA SUKABUMI,Meninggal per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"1,514,637"
SOPPENG,Meninggal per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"4,792,214"
GUNUNGKIDUL,Meninggal per 100.000 penduduk/ minggu,DI YOGYAKARTA,31/08/2021,"3,257,482"
SIAK,Meninggal per 100.000 penduduk/ minggu,RIAU,31/08/2021,"200,092"
LUWU TIMUR,Meninggal per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,0
BOLAANG MONGONDOW TIMUR,Meninggal per 100.000 penduduk/ minggu,SULAWESI UTARA,31/08/2021,"5,937,978"
KOTA TEBING TINGGI,Meninggal per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,0
KOTA SURAKARTA,Meninggal per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"1,348,771"
HULU SUNGAI TENGAH,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN SELATAN,31/08/2021,"0,735941"
MIMIKA,Meninggal per 100.000 penduduk/ minggu,PAPUA,31/08/2021,0
PARIGI MOUTONG,Meninggal per 100.000 penduduk/ minggu,SULAWESI TENGAH,31/08/2021,"3,172,142"
KEPULAUAN ANAMBAS,Meninggal per 100.000 penduduk/ minggu,KEP. RIAU,31/08/2021,0
ACEH BARAT,Meninggal per 100.000 penduduk/ minggu,ACEH,31/08/2021,"3,295,638"
SUMBA BARAT,Meninggal per 100.000 penduduk/ minggu,NTT,31/08/2021,"1,497,454"
BALANGAN,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN SELATAN,31/08/2021,"4,506,907"
MOROWALI,Meninggal per 100.000 penduduk/ minggu,SULAWESI TENGAH,31/08/2021,"1,604,364"
JEMBRANA,Meninggal per 100.000 penduduk/ minggu,BALI,31/08/2021,"354,581"
KLUNGKUNG,Meninggal per 100.000 penduduk/ minggu,BALI,31/08/2021,"9,960,545"
KOTA METRO,Meninggal per 100.000 penduduk/ minggu,LAMPUNG,31/08/2021,"3,486,143"
SABU RAIJUA,Meninggal per 100.000 penduduk/ minggu,NTT,31/08/2021,"1,955,225"
KOTA TANJUNG PINANG,Meninggal per 100.000 penduduk/ minggu,KEP. RIAU,31/08/2021,"4,578,608"
BARITO TIMUR,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TENGAH,31/08/2021,0
BELU,Meninggal per 100.000 penduduk/ minggu,NTT,31/08/2021,"0,882465"
KOTA YOGYAKARTA,Meninggal per 100.000 penduduk/ minggu,DI YOGYAKARTA,31/08/2021,"7,877,649"
KOTA JAMBI,Meninggal per 100.000 penduduk/ minggu,JAMBI,31/08/2021,"3,153,689"
ACEH TAMIANG,Meninggal per 100.000 penduduk/ minggu,ACEH,31/08/2021,"5,650,732"
KOTA SOLOK,Meninggal per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,0
KOTA SAWAHLUNTO,Meninggal per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,0
KOTA PADANG,Meninggal per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,"1,625,207"
BENGKAYANG,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN BARAT,31/08/2021,"0,381381"
PASER,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TIMUR,31/08/2021,"4,226,349"
SIGI,Meninggal per 100.000 penduduk/ minggu,SULAWESI TENGAH,31/08/2021,"3,718,655"
LINGGA,Meninggal per 100.000 penduduk/ minggu,KEP. RIAU,31/08/2021,"12,176,223"
BADUNG,Meninggal per 100.000 penduduk/ minggu,BALI,31/08/2021,"5,341,843"
BARITO SELATAN,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TENGAH,31/08/2021,"5,747,498"
ACEH BESAR,Meninggal per 100.000 penduduk/ minggu,ACEH,31/08/2021,"4,182,856"
BANGKA BARAT,Meninggal per 100.000 penduduk/ minggu,KEP. BANGKA BELITUNG,31/08/2021,"5,157,491"
PENAJAM PASER UTARA,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TIMUR,31/08/2021,"8,780,017"
GIANYAR,Meninggal per 100.000 penduduk/ minggu,BALI,31/08/2021,"5,156,992"
KUTAI KARTANEGARA,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TIMUR,31/08/2021,"3,833,302"
BANGKA SELATAN,Meninggal per 100.000 penduduk/ minggu,KEP. BANGKA BELITUNG,31/08/2021,"7,149,155"
NATUNA,Meninggal per 100.000 penduduk/ minggu,KEP. RIAU,31/08/2021,"3,722,731"
KEPULAUAN MENTAWAI,Meninggal per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,0
SUMBA TENGAH,Meninggal per 100.000 penduduk/ minggu,NTT,31/08/2021,"6,701,964"
TABANAN,Meninggal per 100.000 penduduk/ minggu,BALI,31/08/2021,"5,978,914"
PULAU TALIABU,Meninggal per 100.000 penduduk/ minggu,MALUKU UTARA,31/08/2021,0
TOJO UNA UNA,Meninggal per 100.000 penduduk/ minggu,SULAWESI TENGAH,31/08/2021,"2,561,426"
MINAHASA SELATAN,Meninggal per 100.000 penduduk/ minggu,SULAWESI UTARA,31/08/2021,"0,946642"
BANGGAI,Meninggal per 100.000 penduduk/ minggu,SULAWESI TENGAH,31/08/2021,"3,627,967"
KOTA PEKANBARU,Meninggal per 100.000 penduduk/ minggu,RIAU,31/08/2021,"3,447,257"
KOTA BUKITTINGGI,Meninggal per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,"2,198,318"
KOTA MADIUN,Meninggal per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"10,113,951"
KOTA BALIKPAPAN,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TIMUR,31/08/2021,"4,514,279"
TANAH LAUT,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN SELATAN,31/08/2021,"2,296,547"
KOTA BANJARBARU,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN SELATAN,31/08/2021,"7,312,908"
KOTA TOMOHON,Meninggal per 100.000 penduduk/ minggu,SULAWESI UTARA,31/08/2021,"6,419,545"
KOTA CIREBON,Meninggal per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,0
TANA TORAJA,Meninggal per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,0
KOTA PADANG PANJANG,Meninggal per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,"7,189,977"
BANGLI,Meninggal per 100.000 penduduk/ minggu,BALI,31/08/2021,"5,653,132"
KOTA KUPANG,Meninggal per 100.000 penduduk/ minggu,NTT,31/08/2021,"0,872884"
KOTA PALANGKARAYA,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TENGAH,31/08/2021,"4,811,641"
KOTA PEMATANGSIANTAR,Meninggal per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"4,627,345"
KULON PROGO,Meninggal per 100.000 penduduk/ minggu,DI YOGYAKARTA,31/08/2021,"4,743,362"
BOVEN DIGOEL,Meninggal per 100.000 penduduk/ minggu,PAPUA,31/08/2021,0
BANGKA,Meninggal per 100.000 penduduk/ minggu,KEP. BANGKA BELITUNG,31/08/2021,"622,617"
KOTA SABANG,Meninggal per 100.000 penduduk/ minggu,ACEH,31/08/2021,"11,482,375"
NUNUKAN,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN UTARA,31/08/2021,"3,391,588"
MAHAKAM ULU,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TIMUR,31/08/2021,"7,480,551"
KOTA PALU,Meninggal per 100.000 penduduk/ minggu,SULAWESI TENGAH,31/08/2021,"4,749,988"
BUOL,Meninggal per 100.000 penduduk/ minggu,SULAWESI TENGAH,31/08/2021,"477,159"
KOTA MEDAN,Meninggal per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"1,251,693"
MOROWALI UTARA,Meninggal per 100.000 penduduk/ minggu,SULAWESI TENGAH,31/08/2021,"3,759,653"
KOTA DENPASAR,Meninggal per 100.000 penduduk/ minggu,BALI,31/08/2021,"9,624,166"
TABALONG,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN SELATAN,31/08/2021,"1,551,277"
BELITUNG,Meninggal per 100.000 penduduk/ minggu,KEP. BANGKA BELITUNG,31/08/2021,"7,905,055"
KUTAI TIMUR,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TIMUR,31/08/2021,"4,897,702"
SLEMAN,Meninggal per 100.000 penduduk/ minggu,DI YOGYAKARTA,31/08/2021,"5,610,745"
KOTA BLITAR,Meninggal per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"7,647,386"
BANTUL,Meninggal per 100.000 penduduk/ minggu,DI YOGYAKARTA,31/08/2021,"4,189,247"
POSO,Meninggal per 100.000 penduduk/ minggu,SULAWESI TENGAH,31/08/2021,"4,151,241"
SORONG,Meninggal per 100.000 penduduk/ minggu,PAPUA BARAT,31/08/2021,"1,065,451"
BANGKA TENGAH,Meninggal per 100.000 penduduk/ minggu,KEP. BANGKA BELITUNG,31/08/2021,"7,140,671"
KOTA TARAKAN,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN UTARA,31/08/2021,"4,563,883"
MALINAU,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN UTARA,31/08/2021,"9,087,708"
TANA TIDUNG,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN UTARA,31/08/2021,0
KUTAI BARAT,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TIMUR,31/08/2021,"931,458"
KOTA BANDA ACEH,Meninggal per 100.000 penduduk/ minggu,ACEH,31/08/2021,"6,878,675"
BELITUNG TIMUR,Meninggal per 100.000 penduduk/ minggu,KEP. BANGKA BELITUNG,31/08/2021,"5,409,123"
KOTA BONTANG,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TIMUR,31/08/2021,"10,941,877"
KOTA PANGKAL PINANG,Meninggal per 100.000 penduduk/ minggu,KEP. BANGKA BELITUNG,31/08/2021,"799,477"
BERAU,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN TIMUR,31/08/2021,"10,312,291"
BULUNGAN,Meninggal per 100.000 penduduk/ minggu,KALIMANTAN UTARA,31/08/2021,"10,406,678"
BURU,Rawat Inap RS per 100.000 penduduk/ minggu,MALUKU,31/08/2021,"0,681111"
BUTON SELATAN,Rawat Inap RS per 100.000 penduduk/ minggu,SULAWESI TENGGARA,31/08/2021,0
DEIYAI,Rawat Inap RS per 100.000 penduduk/ minggu,PAPUA,31/08/2021,
DOGIYAI,Rawat Inap RS per 100.000 penduduk/ minggu,PAPUA,31/08/2021,
INTAN JAYA,Rawat Inap RS per 100.000 penduduk/ minggu,PAPUA,31/08/2021,0
KEPULAUAN ARU,Rawat Inap RS per 100.000 penduduk/ minggu,MALUKU,31/08/2021,0
KONAWE KEPULAUAN,Rawat Inap RS per 100.000 penduduk/ minggu,SULAWESI TENGGARA,31/08/2021,0
MAMBERAMO RAYA,Rawat Inap RS per 100.000 penduduk/ minggu,PAPUA,31/08/2021,
MANOKWARI SELATAN,Rawat Inap RS per 100.000 penduduk/ minggu,PAPUA BARAT,31/08/2021,0
MAYBRAT,Rawat Inap RS per 100.000 penduduk/ minggu,PAPUA BARAT,31/08/2021,
PEGUNUNGAN ARFAK,Rawat Inap RS per 100.000 penduduk/ minggu,PAPUA BARAT,31/08/2021,
PUNCAK JAYA,Rawat Inap RS per 100.000 penduduk/ minggu,PAPUA,31/08/2021,"3,090,044"
MUNA,Rawat Inap RS per 100.000 penduduk/ minggu,SULAWESI TENGGARA,31/08/2021,"1,327,986"
KEPULAUAN SULA,Rawat Inap RS per 100.000 penduduk/ minggu,MALUKU UTARA,31/08/2021,0
BUTON TENGAH,Rawat Inap RS per 100.000 penduduk/ minggu,SULAWESI TENGGARA,31/08/2021,0
MANDAILING NATAL,Rawat Inap RS per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"0,93845"
PANIAI,Rawat Inap RS per 100.000 penduduk/ minggu,PAPUA,31/08/2021,"3,086,567"
YALIMO,Rawat Inap RS per 100.000 penduduk/ minggu,PAPUA,31/08/2021,
BURU SELATAN,Rawat Inap RS per 100.000 penduduk/ minggu,MALUKU,31/08/2021,
PADANG LAWAS UTARA,Rawat Inap RS per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"0,695688"
PUNCAK,Rawat Inap RS per 100.000 penduduk/ minggu,PAPUA,31/08/2021,
NIAS SELATAN,Rawat Inap RS per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"0,131174"
KUDUS,Rawat Inap RS per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"1,905,365"
PEKALONGAN,Rawat Inap RS per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"1,678,381"
OGAN KOMERING ILIR,Rawat Inap RS per 100.000 penduduk/ minggu,SUMATERA SELATAN,31/08/2021,"1,825,858"
SAROLANGUN,Rawat Inap RS per 100.000 penduduk/ minggu,JAMBI,31/08/2021,"1,213,692"
SERAM BAGIAN BARAT,Rawat Inap RS per 100.000 penduduk/ minggu,MALUKU,31/08/2021,"0,577737"
GROBOGAN,Rawat Inap RS per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"1,480,119"
SERAM BAGIAN TIMUR,Rawat Inap RS per 100.000 penduduk/ minggu,MALUKU,31/08/2021,"0,125529"
KEPULAUAN TANIMBAR,Rawat Inap RS per 100.000 penduduk/ minggu,MALUKU,31/08/2021,"0,126838"
MALUKU BARAT DAYA,Rawat Inap RS per 100.000 penduduk/ minggu,MALUKU,31/08/2021,0
EMPAT LAWANG,Rawat Inap RS per 100.000 penduduk/ minggu,SUMATERA SELATAN,31/08/2021,"0,390453"
KEPULAUAN SELAYAR,Rawat Inap RS per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"1,784,166"
